,Gene/Region,GRCh38,"HI Score","TS Score",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
G,COL4A3,2:227164589-227314792,"30 (Autosomal Recessive)","0 (No Evidence)",,,47.51,0,0.52,05/22/2013
G,COLEC11,2:3595112-3644644,"30 (Autosomal Recessive)","0 (No Evidence)",,,55.58,0.02,0.82,08/22/2016
G,COLQ,3:15450133-15521706,"30 (Autosomal Recessive)","0 (No Evidence)",,,5.64,0,1.1,08/22/2016
G,COQ2,4:83263824-83285134,"30 (Autosomal Recessive)","0 (No Evidence)",,,68.33,0,0.89,08/22/2016
G,CORO1A,16:30183602-30189076,"30 (Autosomal Recessive)","0 (No Evidence)",,,26.02,0.97,0.32,08/22/2016
G,COX10,17:14069504-14208677,"30 (Autosomal Recessive)","Not Yet Evaluated",,,60.22,0.08,0.61,08/22/2016
G,COX14,12:50112236-50120453,"30 (Autosomal Recessive)","0 (No Evidence)",,,44.4,0.36,1.8,08/22/2016
G,COX15,10:99694293-99732131,"30 (Autosomal Recessive)","0 (No Evidence)",,,39.87,0,1.33,08/22/2016
G,COX20,1:244835306-244845063,"30 (Autosomal Recessive)","Not Yet Evaluated",,,46.76,0.02,1.48,08/22/2016
G,COX6B1,19:35648323-35658782,"30 (Autosomal Recessive)","0 (No Evidence)",,,28.4,0.12,1.17,08/22/2016
G,CP,3:149162410-149222008,"30 (Autosomal Recessive)","Not Yet Evaluated",,,46.99,0,0.65,08/22/2016
G,CPLANE1,5:37063928-37249499,"30 (Autosomal Recessive)","0 (No Evidence)",,,76.94,0,0.67,08/22/2016
G,CPN1,10:100042193-100081869,"30 (Autosomal Recessive)","0 (No Evidence)",,,57.42,0,1.06,08/22/2016
G,CPS1,2:210477685-210679107,"30 (Autosomal Recessive)","Not Yet Evaluated",,,5.16,0,0.52,08/22/2016
G,CPT1A,11:68754620-68844410,"30 (Autosomal Recessive)","0 (No Evidence)",,,54.76,0,0.66,08/22/2016
G,CRADD,12:93677342-93894840,"30 (Autosomal Recessive)","0 (No Evidence)",,,41.34,0.88,0.44,08/22/2016
G,CRIPT,2:46617215-46630176,"30 (Autosomal Recessive)","0 (No Evidence)",,,13.94,0,1.58,08/22/2016
G,CRPPA,7:16087525-16421538,"30 (Autosomal Recessive)","Not Yet Evaluated",,,58.01,0,0.82,08/22/2016
G,CRTAP,3:33114014-33147773,"30 (Autosomal Recessive)","0 (No Evidence)",,,44.18,0,0.86,08/22/2016
G,CSF2RA,Y:1268814-1325218,"30 (Autosomal Recessive)","0 (No Evidence)",,,91.07,0,1.12,08/23/2021
G,CSF2RB,22:36913574-36940449,"30 (Autosomal Recessive)","Not Yet Evaluated",,,89.46,0.18,0.44,08/22/2016
G,CSPP1,8:67062417-67198003,"30 (Autosomal Recessive)","0 (No Evidence)",,,45.84,0,0.93,08/22/2016
G,CSTB,21:43773950-43776308,"30 (Autosomal Recessive)","0 (No Evidence)",,,86.14,0.01,1.85,08/22/2016
G,CTC1,17:8224815-8248079,"30 (Autosomal Recessive)","0 (No Evidence)",,,69.4,0,0.63,10/08/2019
G,CTDP1,18:79679803-79756625,"30 (Autosomal Recessive)","Not Yet Evaluated",,,76.13,0,0.53,08/22/2016
G,CTH,1:70411268-70441949,"30 (Autosomal Recessive)","0 (No Evidence)",,,52.82,0,0.96,08/22/2016
G,CTNS,17:3636459-3663103,"30 (Autosomal Recessive)","0 (No Evidence)",,,58.83,0,0.8,08/22/2012
G,CUBN,10:16823966-17130492,"30 (Autosomal Recessive)","0 (No Evidence)",,,67.86,0,0.65,08/22/2016
G,CYB5A,18:74250846-74291980,"30 (Autosomal Recessive)","0 (No Evidence)",,,56.3,0,1.43,08/22/2016
G,CYP21A2,6:32038415-32041644,"30 (Autosomal Recessive)","0 (No Evidence)",,,65.79,0,0.82,07/06/2012
G,CYP24A1,20:54145731-54174032,"30 (Autosomal Recessive)","Not Yet Evaluated",,,56.17,0,1.54,08/22/2016
G,CYP27A1,2:218781733-218815293,"30 (Autosomal Recessive)","Not Yet Evaluated",,,64.32,0,1.38,08/22/2016
G,CYP4F22,19:15508487-15552317,"30 (Autosomal Recessive)","Not Yet Evaluated",,,70.99,0,0.78,08/22/2016
G,CYP4V2,4:186191567-186213463,"30 (Autosomal Recessive)","Not Yet Evaluated",,,70.46,0,1.03,08/22/2016
G,D2HGDH,2:241734629-241768816,"30 (Autosomal Recessive)","Not Yet Evaluated",,,73.35,0.05,0.58,08/22/2016
G,DARS2,1:173824673-173858546,"30 (Autosomal Recessive)","0 (No Evidence)",,,28.68,0,0.92,08/22/2016
G,DBH,9:133636363-133659329,"30 (Autosomal Recessive)","0 (No Evidence)",,,53.24,0,1.01,08/22/2016
G,DBT,1:100186919-100249864,"30 (Autosomal Recessive)","Not Yet Evaluated",,,14.95,0,0.82,08/22/2016
G,DCLRE1C,10:14897359-14954432,"30 (Autosomal Recessive)","0 (No Evidence)",,,58.59,0,0.71,08/22/2016
G,DCXR,17:82035858-82037697,"30 (Autosomal Recessive)","0 (No Evidence)",,,66.61,0,1.49,08/22/2016
G,DDB2,11:47214969-47239218,"30 (Autosomal Recessive)","Not Yet Evaluated",,,26.33,0,0.85,08/22/2016
G,DDHD1,14:53036755-53153323,"30 (Autosomal Recessive)","0 (No Evidence)",,,40.86,0.9,0.34,09/25/2014
G,DDOST,1:20651777-20661369,"30 (Autosomal Recessive)","0 (No Evidence)",,,29.71,0,0.73,08/22/2016
G,DGKE,17:56834131-56869567,"30 (Autosomal Recessive)","0 (No Evidence)",,,44.28,0,0.71,08/22/2016
G,DGUOK,2:73926827-73958961,"30 (Autosomal Recessive)","Not Yet Evaluated",,,54.68,0,1.19,08/22/2016
G,DHCR7,11:71434411-71448393,"30 (Autosomal Recessive)","0 (No Evidence)",,,54.8,0,1.35,04/04/2012
G,DHODH,16:72008744-72027659,"30 (Autosomal Recessive)","0 (No Evidence)",,,25.78,0,0.78,08/22/2016
G,DMP1,4:87650280-87664357,"30 (Autosomal Recessive)","Not Yet Evaluated",,,81.24,0,1.14,08/22/2016
G,DNAAF1,16:84145266-84178761,"30 (Autosomal Recessive)","0 (No Evidence)",,,98.51,0,1,08/22/2016
G,DNAAF11,8:132570416-132685039,"30 (Autosomal Recessive)","Not Yet Evaluated",,,66.48,0,1.08,08/22/2016
G,DNAH11,7:21543039-21901839,"30 (Autosomal Recessive)","0 (No Evidence)",,,21.9,0,0.67,08/22/2016
G,DNAH5,5:13690328-14011829,"30 (Autosomal Recessive)","0 (No Evidence)",,,32.91,0,0.7,08/22/2016
G,DNAI1,9:34458805-34520984,"30 (Autosomal Recessive)","0 (No Evidence)",,,11.63,0,0.73,08/22/2016
G,DNAI2,17:74274229-74314884,"30 (Autosomal Recessive)","0 (No Evidence)",,,64.18,0,0.98,08/22/2016
G,DNAJC6,1:65264749-65415871,"30 (Autosomal Recessive)","0 (No Evidence)",,,34.73,1,0.22,08/22/2016
G,DOCK7,1:62454726-62688386,"30 (Autosomal Recessive)","0 (No Evidence)",,,28.59,0,0.38,08/22/2016
G,DOCK8,9:211296-465260,"30 (Autosomal Recessive)","Not Yet Evaluated",,,35.69,0,0.48,08/22/2016
G,DOK7,4:3463306-3501482,"30 (Autosomal Recessive)","Not Yet Evaluated",,,75.35,0,0.93,08/22/2016
G,DPAGT1,11:119096505-119101884,"30 (Autosomal Recessive)","0 (No Evidence)",,,14.87,0,1.08,08/22/2016
G,DPM1,20:50934855-50958564,"30 (Autosomal Recessive)","0 (No Evidence)",,,19.24,0,0.87,08/22/2016
G,DPM3,1:155139891-155140573,"30 (Autosomal Recessive)","0 (No Evidence)",,,53.99,0.23,1.4,04/09/2015
G,DPYD,1:97077743-97921059,"30 (Autosomal Recessive)","0 (No Evidence)",,,1.82,0,1.01,01/24/2018
G,DPYS,8:104379429-104467074,"30 (Autosomal Recessive)","Not Yet Evaluated",,,50.47,0,1.17,08/22/2016
G,DSC3,18:30989365-31042742,"30 (Autosomal Recessive)","Not Yet Evaluated",,,29.87,0,1.2,08/22/2016
G,DSE,6:116254171-116444861,"30 (Autosomal Recessive)","Not Yet Evaluated",,,5.23,0.63,0.38,08/22/2016
G,DSG4,18:31376777-31415791,"30 (Autosomal Recessive)","0 (No Evidence)",,,47.44,0,0.82,08/22/2016
G,DYM,18:49036387-49460709,"30 (Autosomal Recessive)","0 (No Evidence)",,,20.38,0,0.91,02/23/2012
G,DYNC2H1,11:103109426-103479863,"30 (Autosomal Recessive)","Not Yet Evaluated",,,29.66,0,0.58,08/22/2016
G,DYNC2I1,7:158839245-158958695,"30 (Autosomal Recessive)","Not Yet Evaluated",,,89.69,0,0.67,08/22/2016
G,EARS2,16:23520754-23557375,"30 (Autosomal Recessive)","0 (No Evidence)",,,49.25,0,1.02,08/22/2016
G,EFL1,15:82130223-82262734,"30 (Autosomal Recessive)","Not Yet Evaluated",,,67.96,0,0.56,04/13/2022
G,EIF2AK3,2:88556741-88627464,"30 (Autosomal Recessive)","Not Yet Evaluated",,,4.63,0,0.45,08/22/2016
G,EIF2B1,12:123620406-123633686,"30 (Autosomal Recessive)","Not Yet Evaluated",,,49.37,0,0.98,08/22/2016
G,EIF2B3,1:44850522-44986641,"30 (Autosomal Recessive)","0 (No Evidence)",,,14.41,0.57,0.43,08/22/2016
G,EIF4A3,17:80134369-80147128,"30 (Autosomal Recessive)","0 (No Evidence)",,,31.52,1,0.12,08/22/2016
G,ENO3,17:4949182-4957131,"30 (Autosomal Recessive)","Not Yet Evaluated",,,4.38,0,1.69,08/22/2016
G,ENPP1,6:131808020-131895155,"30 (Autosomal Recessive)","0 (No Evidence)",,,20.17,0,0.59,08/22/2016
G,EPB42,15:43197227-43225856,"30 (Autosomal Recessive)","0 (No Evidence)",,,67.14,0,0.77,08/22/2016
G,EPCAM,2:47369311-47387020,"30 (Autosomal Recessive)","0 (No Evidence)",,,60.55,0,1.16,10/08/2019
G,EPM2A,6:145382540-145736023,"30 (Autosomal Recessive)","0 (No Evidence)",,,38.74,0,1.34,08/22/2016
G,EPS8,12:15620134-15789388,"30 (Autosomal Recessive)","0 (No Evidence)",,,19.96,0.97,0.31,02/07/2018
G,ERCC1,19:45407334-45451547,"30 (Autosomal Recessive)","Not Yet Evaluated",,,39.74,0,1.3,08/22/2016
G,ERCC2,19:45349837-45370647,"30 (Autosomal Recessive)","Not Yet Evaluated",,,16.33,0,1.09,08/22/2016
G,ERCC3,2:127257290-127294166,"30 (Autosomal Recessive)","0 (No Evidence)",,,16.21,0,0.79,06/30/2020
G,ERCC5,13:102846032-102875995,"30 (Autosomal Recessive)","Not Yet Evaluated",,,52.57,0,0.81,08/22/2016
G,ERCC6L2,9:95875632-96041092,"30 (Autosomal Recessive)","0 (No Evidence)",,,62.16,0,0.68,08/22/2016
G,ERCC8,5:60866454-60945070,"30 (Autosomal Recessive)","0 (No Evidence)",,,17.24,0,1.36,08/22/2016
G,ESCO2,8:27771949-27812430,"30 (Autosomal Recessive)","Not Yet Evaluated",,,44.83,0,0.83,08/22/2016
G,ESPN,1:6424776-6461367,"30 (Autosomal Recessive)","0 (No Evidence)",,,46.09,0,0.93,02/07/2018
G,ETFB,19:51345155-51366388,"30 (Autosomal Recessive)","0 (No Evidence)",,,44.88,0.02,0.83,08/22/2016
G,ETFDH,4:158672296-158709623,"30 (Autosomal Recessive)","Not Yet Evaluated",,,46.5,0,1.04,08/22/2016
G,EVC2,4:5562408-5709548,"30 (Autosomal Recessive)","0 (No Evidence)",,,74.81,0,1.06,07/18/2013
G,EXOSC3,9:37779714-37785092,"30 (Autosomal Recessive)","0 (No Evidence)",,,29.34,0,1.21,08/22/2016
G,EXPH5,11:108505431-108607514,"30 (Autosomal Recessive)","0 (No Evidence)",,,83.2,0,0.94,08/22/2016
G,EYS,6:63719980-65707226,"30 (Autosomal Recessive)","Not Yet Evaluated",,,25.63,0,0.83,08/22/2016
G,F10,13:113122799-113149529,"30 (Autosomal Recessive)","Not Yet Evaluated",,,72.12,0,0.97,08/22/2016
G,F13A1,6:6144084-6320662,"30 (Autosomal Recessive)","0 (No Evidence)",,,36.61,0,0.74,08/22/2016
G,F13B,1:197038741-197067264,"30 (Autosomal Recessive)","0 (No Evidence)",,,74.15,0,0.85,08/22/2016
G,F5,1:169511951-169586630,"30 (Autosomal Recessive)","0 (No Evidence)",,,66.18,0,0.56,01/11/2018
G,F7,13:113105773-113120685,"30 (Autosomal Recessive)","Not Yet Evaluated",,,80.84,0,0.9,08/22/2016
G,FA2H,16:74712955-74774831,"30 (Autosomal Recessive)","Not Yet Evaluated",,,59.01,0.15,0.56,08/22/2016
G,FADD,11:70203296-70207390,"30 (Autosomal Recessive)","0 (No Evidence)",,,68.73,0.53,1.28,08/22/2016
G,FAH,15:80152789-80186949,"30 (Autosomal Recessive)","0 (No Evidence)",,,64.92,0,1.41,09/02/2020
G,FAM161A,2:61800240-61854126,"30 (Autosomal Recessive)","0 (No Evidence)",,,75.75,0,1.01,08/22/2016
G,FAM20C,7:192571-260772,"30 (Autosomal Recessive)","Not Yet Evaluated",,,39.39,0.31,0.49,08/22/2016
G,FAN1,15:30903852-30943108,"30 (Autosomal Recessive)","0 (No Evidence)",,,86.96,0,1.12,08/22/2016
G,FANCA,16:89737549-89816647,"30 (Autosomal Recessive)","0 (No Evidence)",,,82.85,0,1.37,02/23/2012
G,FANCC,9:95099054-95317730,"30 (Autosomal Recessive)","0 (No Evidence)",,,43.39,0,1.04,08/22/2016
G,FANCD2,3:10026437-10101932,"30 (Autosomal Recessive)","Not Yet Evaluated",,,32.01,0,0.89,08/22/2016
G,FANCE,6:35452338-35467106,"30 (Autosomal Recessive)","0 (No Evidence)",,,62.05,0,0.89,06/12/2020
G,FANCF,11:22622533-22625823,"30 (Autosomal Recessive)","0 (No Evidence)",,,79.88,0.46,1.53,08/22/2016
G,FANCG,9:35073839-35079942,"30 (Autosomal Recessive)","0 (No Evidence)",,,50.76,0,1.09,11/15/2020
G,FANCI,15:89243973-89317259,"30 (Autosomal Recessive)","Not Yet Evaluated",,,23.8,0,1.02,08/22/2016
G,FARS2,6:5261007-5771583,"30 (Autosomal Recessive)","0 (No Evidence)",,,44.7,0,1.15,08/22/2016
G,FASLG,1:172659103-172666876,"30 (Autosomal Recessive)","0 (No Evidence)",,,7.98,0.18,0.72,08/25/2016
G,FBP1,9:94603133-94640263,"30 (Autosomal Recessive)","0 (No Evidence)",,,36.83,0.08,0.72,08/22/2016
G,FBXO7,22:32474682-32498829,"30 (Autosomal Recessive)","Not Yet Evaluated",,,38.24,0,0.88,08/22/2016
G,FGD4,12:32399523-32646050,"30 (Autosomal Recessive)","0 (No Evidence)",,,50.19,0.01,0.46,08/22/2016
G,FGF3,11:69809968-69819416,"30 (Autosomal Recessive)","Not Yet Evaluated",,,57.44,0,1.78,08/22/2016
G,FKBP14,7:30010587-30026702,"30 (Autosomal Recessive)","0 (No Evidence)",,,24.26,0,1.66,08/22/2016
G,FLVCR2,14:75578620-75648167,"30 (Autosomal Recessive)","0 (No Evidence)",,,46.63,0,0.93,08/22/2016
G,FOLR1,11:72189709-72196323,"30 (Autosomal Recessive)","0 (No Evidence)",,,71.28,0.13,0.65,06/25/2019
G,FOXE1,9:97853226-97856717,"30 (Autosomal Recessive)","Not Yet Evaluated",,,37.73,0.79,0.58,08/22/2016
G,FOXRED1,11:126269043-126278132,"30 (Autosomal Recessive)","0 (No Evidence)",,,55.38,0,1.32,08/22/2016
G,FSHB,11:30231014-30235194,"30 (Autosomal Recessive)","Not Yet Evaluated",,,15.77,0.34,1.06,08/22/2016
G,FTCD,21:46135981-46156482,"30 (Autosomal Recessive)","0 (No Evidence)",,,71.26,0,1.23,08/22/2016
G,FXN,9:69035752-69079076,"30 (Autosomal Recessive)","0 (No Evidence)",,,66.77,0.34,0.72,08/22/2016
G,FYCO1,3:45917903-45995824,"30 (Autosomal Recessive)","0 (No Evidence)",,,61.49,0,0.91,05/20/2015
G,G6PC3,17:44070673-44076344,"30 (Autosomal Recessive)","0 (No Evidence)",,,43.93,0,1.03,04/30/2020
G,GAA,17:80101535-80119881,"30 (Autosomal Recessive)","Not Yet Evaluated",,,75.35,0,0.98,08/22/2016
G,GALC,14:87933014-87993665,"30 (Autosomal Recessive)","Not Yet Evaluated",,,47.35,0,0.94,08/22/2016
G,GALK1,17:75751469-75765192,"30 (Autosomal Recessive)","0 (No Evidence)",,,28.42,0,1.09,08/22/2016
G,GALNS,16:88813734-88856966,"30 (Autosomal Recessive)","0 (No Evidence)",,,65.94,0,1.01,08/22/2016
G,GALNT3,2:165747588-165796352,"30 (Autosomal Recessive)","0 (No Evidence)",,,17.53,0,0.86,08/22/2016
G,GALT,9:34646675-34651035,"30 (Autosomal Recessive)","Not Yet Evaluated",,,30.87,0,0.96,08/22/2016
G,GAMT,19:1397026-1401542,"30 (Autosomal Recessive)","0 (No Evidence)",,,62.39,0.01,1.26,08/22/2016
G,GAN,16:81314962-81390809,"30 (Autosomal Recessive)","Not Yet Evaluated",,,44.7,0.02,0.5,08/22/2016
G,GATAD1,7:92447448-92494631,"30 (Autosomal Recessive)","Not Yet Evaluated",,,37.42,0.43,0.65,08/22/2016
G,GBA,1:155234452-155244627,"30 (Autosomal Recessive)","0 (No Evidence)",,,52.28,0,0.8,08/22/2016
G,GBA2,9:35736862-35749228,"30 (Autosomal Recessive)","Not Yet Evaluated",,,39.8,0,0.94,08/22/2016
G,GBE1,3:81489703-81761645,"30 (Autosomal Recessive)","0 (No Evidence)",,,9.2,0,0.97,08/22/2016
G,GCDH,19:12891129-12899999,"30 (Autosomal Recessive)","Not Yet Evaluated",,,60.73,0,0.64,08/22/2016
G,GCSH,16:81081945-81096395,"30 (Autosomal Recessive)","Not Yet Evaluated",,,36.73,0,1.42,08/22/2016
G,GFER,16:1984193-1987749,"30 (Autosomal Recessive)","0 (No Evidence)",,,41.65,0,1.65,08/22/2016
G,GFM1,3:158644527-158695581,"30 (Autosomal Recessive)","0 (No Evidence)",,,31.6,0,0.8,08/22/2016
G,GIPC3,19:3585478-3593541,"30 (Autosomal Recessive)","0 (No Evidence)",,,63.46,0.01,0.93,08/22/2016
G,GLB1,3:32996617-33097146,"30 (Autosomal Recessive)","0 (No Evidence)",,,44.88,0,0.86,03/25/2015
G,GLDC,9:6532467-6645729,"30 (Autosomal Recessive)","0 (No Evidence)",,,30.92,0,1.11,06/10/2016
G,GLIS3,9:3824127-4310694,"30 (Autosomal Recessive)","0 (No Evidence)",,,2.6,0,0.74,08/22/2016
G,GLRB,4:157076146-157172090,"30 (Autosomal Recessive)","0 (No Evidence)",,,35.64,0,0.66,08/22/2016
G,GLUL,1:182378098-182391790,"30 (Autosomal Recessive)","0 (No Evidence)",,,9.54,1,0.19,06/04/2015
G,GMPPA,2:219498891-219506989,"30 (Autosomal Recessive)","0 (No Evidence)",,,42.18,0,0.94,08/22/2016
G,GNPAT,1:231241210-231277973,"30 (Autosomal Recessive)","Not Yet Evaluated",,,57.89,0.3,0.42,08/22/2016
G,GNRH1,8:25419258-25425040,"30 (Autosomal Recessive)","0 (No Evidence)",,,8.16,0.15,1.05,08/22/2016
G,GNS,12:64713449-64759406,"30 (Autosomal Recessive)","Not Yet Evaluated",,,30.08,0,0.61,08/22/2016
G,GORAB,1:170532134-170553834,"30 (Autosomal Recessive)","0 (No Evidence)",,,57.49,0,0.99,08/22/2016
G,GP1BB,22:19723539-19724771,"30 (Autosomal Recessive)","Not Yet Evaluated",,,78.01,0.51,1.33,08/22/2016
G,GP6,19:55013705-55038264,"30 (Autosomal Recessive)","0 (No Evidence)",,,92.98,0,1.61,08/22/2016
G,GPC6,13:93226807-94408020,"30 (Autosomal Recessive)","0 (No Evidence)",,,1.28,0.14,0.51,11/17/2011
G,GPD1,12:50104008-50111313,"30 (Autosomal Recessive)","0 (No Evidence)",,,31.74,0.01,0.83,08/22/2016
G,GPIHBP1,8:143213218-143217170,"30 (Autosomal Recessive)","Not Yet Evaluated",,,96.22,0.14,1.1,08/22/2016
G,GPR179,17:38324571-38343956,"30 (Autosomal Recessive)","0 (No Evidence)",,,79.16,0,0.82,08/22/2016
G,GPSM2,1:108875350-108934545,"30 (Autosomal Recessive)","0 (No Evidence)",,,21.15,0,0.86,08/22/2016
G,GPX4,19:1103994-1106779,"30 (Autosomal Recessive)","0 (No Evidence)",,,34.09,0,1.28,08/22/2016
G,GRHPR,9:37422435-37438952,"30 (Autosomal Recessive)","0 (No Evidence)",,,51.6,0,1.17,08/22/2016
G,GRIK2,6:101393708-102070083,"30 (Autosomal Recessive)","0 (No Evidence)",,,2.34,1,0.26,09/05/2012
G,GRIP1,12:66347431-67069338,"30 (Autosomal Recessive)","0 (No Evidence)",,,18.89,0.51,0.36,07/10/2012
G,GRM1,6:146027634-146437601,"30 (Autosomal Recessive)","Not Yet Evaluated",,,7.83,0.14,0.42,08/22/2016
G,GRM6,5:178978327-178995320,"30 (Autosomal Recessive)","0 (No Evidence)",,,55.3,0,1.17,08/22/2016
G,GRXCR1,4:42892713-43030658,"30 (Autosomal Recessive)","0 (No Evidence)",,,33.66,0,1.7,03/06/2018
G,GTF2H5,6:158168316-158199344,"30 (Autosomal Recessive)","0 (No Evidence)",,,30.21,0.05,1.71,08/22/2016
G,GUSB,7:65960684-65982230,"30 (Autosomal Recessive)","0 (No Evidence)",,,64.3,0,0.75,10/12/2015
G,GYS2,12:21531527-21604858,"30 (Autosomal Recessive)","0 (No Evidence)",,,41.21,0,1.13,08/22/2016
G,H6PD,1:9234767-9271337,"30 (Autosomal Recessive)","0 (No Evidence)",,,46.01,0,0.94,08/22/2016
G,HBA1,16:176680-177522,"30 (Autosomal Recessive)","0 (No Evidence)",,,69.88,0.01,1.85,04/19/2012
G,HBA2,16:172876-173710,"30 (Autosomal Recessive)","0 (No Evidence)",,,60.06,0,1.93,07/06/2012
G,HEXB,5:74640023-74721288,"30 (Autosomal Recessive)","Not Yet Evaluated",,,73.45,0,0.92,08/22/2016
G,HFE,6:26087347-26098343,"30 (Autosomal Recessive)","0 (No Evidence)",,,74.41,0,1.19,11/10/2016
G,HFM1,1:91260766-91408008,"30 (Autosomal Recessive)","0 (No Evidence)",,,42.61,0,0.93,08/22/2016
G,HGF,7:81699006-81770438,"30 (Autosomal Recessive)","Not Yet Evaluated",,,0.6,1,0.25,08/22/2016
G,HGSNAT,8:43140449-43202855,"30 (Autosomal Recessive)","Not Yet Evaluated",,,68.49,0,0.73,08/22/2016
G,HJV,1:146017470-146021735,"30 (Autosomal Recessive)","Not Yet Evaluated",,,43.91,0,0.88,08/22/2016
G,HLCS,21:36748625-36990255,"30 (Autosomal Recessive)","0 (No Evidence)",,,90.61,0,0.88,08/22/2016
G,HPGD,4:174490175-174522893,"30 (Autosomal Recessive)","0 (No Evidence)",,,47,0,1.25,08/22/2016
G,HPS1,10:98416193-98446963,"30 (Autosomal Recessive)","Not Yet Evaluated",,,60.85,0,0.69,08/22/2016
G,HPS3,3:149129624-149173732,"30 (Autosomal Recessive)","Not Yet Evaluated",,,44.42,0,1.02,08/22/2016
G,HPSE2,10:98457077-99235875,"30 (Autosomal Recessive)","0 (No Evidence)",,,3.52,0,0.69,03/12/2015
G,HSD17B3,9:96235306-96313987,"30 (Autosomal Recessive)","Not Yet Evaluated",,,73.59,0,1.09,08/22/2016
G,HSD17B4,5:119452497-119542332,"30 (Autosomal Recessive)","0 (No Evidence)",,,44.64,0,0.75,03/06/2018
G,HSD3B7,16:30985189-30989152,"30 (Autosomal Recessive)","0 (No Evidence)",,,53.14,0,1.33,08/22/2016
G,HSPG2,1:21822244-21937310,"30 (Autosomal Recessive)","0 (No Evidence)",,,49.81,0,0.41,06/02/2016
G,HYLS1,11:125883614-125900646,"30 (Autosomal Recessive)","Not Yet Evaluated",,,36.27,0,1.43,08/22/2016
G,IDUA,4:986997-1004564,"30 (Autosomal Recessive)","Not Yet Evaluated",,,69.73,0,1.17,08/22/2016
G,IFT140,16:1510427-1612072,"30 (Autosomal Recessive)","Not Yet Evaluated",,,69.24,0,0.82,08/22/2016
G,IFT27,22:36758208-36776119,"30 (Autosomal Recessive)","0 (No Evidence)",,,55.96,0,1.41,08/22/2016
G,IFT43,14:75985763-76084073,"30 (Autosomal Recessive)","Not Yet Evaluated",,,67.39,0,1.6,08/22/2016
G,IGHMBP2,11:68903855-68940601,"30 (Autosomal Recessive)","0 (No Evidence)",,,80.78,0,0.95,08/22/2016
G,IGLL1,22:23573125-23580290,"30 (Autosomal Recessive)","0 (No Evidence)",,,81.01,0.01,1.64,08/22/2016
G,IL10RA,11:117986394-118003037,"30 (Autosomal Recessive)","0 (No Evidence)",,,81.79,0.02,0.69,08/22/2016
G,IL17RA,22:17085000-17115693,"30 (Autosomal Recessive)","Not Yet Evaluated",,,84.96,0,0.63,08/22/2016
G,IL21R,16:27402162-27452043,"30 (Autosomal Recessive)","0 (No Evidence)",,,84.41,1,0.21,08/22/2016
G,IL2RA,10:6010689-6062367,"30 (Autosomal Recessive)","Not Yet Evaluated",,,67.75,0.05,0.66,08/22/2016
G,INPP5E,9:136428619-136439861,"30 (Autosomal Recessive)","0 (No Evidence)",,,77.32,0,0.68,08/22/2016
G,IRAK4,12:43758909-43789543,"30 (Autosomal Recessive)","0 (No Evidence)",,,45.48,0,1.05,08/22/2016
G,ITCH,20:34363273-34511773,"30 (Autosomal Recessive)","Not Yet Evaluated",,,7.04,1,0.22,08/22/2016
G,ITGA3,17:50056065-50090481,"30 (Autosomal Recessive)","0 (No Evidence)",,,25.55,0,0.53,08/22/2016
G,ITGB2,21:44885949-44928815,"30 (Autosomal Recessive)","Not Yet Evaluated",,,59.06,0,0.99,08/22/2016
G,ITK,5:157180840-157255185,"30 (Autosomal Recessive)","0 (No Evidence)",,,25.39,0,0.71,08/22/2016
G,IYD,6:150368854-150405969,"30 (Autosomal Recessive)","0 (No Evidence)",,,67.58,0,0.88,08/22/2016
G,JAM3,11:134069072-134152001,"30 (Autosomal Recessive)","0 (No Evidence)",,,47.11,0,0.84,06/11/2015
G,KARS1,16:75627724-75647665,"30 (Autosomal Recessive)","0 (No Evidence)",,,2.51,0,0.91,08/22/2016
G,KCNJ1,11:128838020-128867296,"30 (Autosomal Recessive)","0 (No Evidence)",,,21.79,0,1.29,03/22/2012
G,KCNV2,9:2717510-2730037,"30 (Autosomal Recessive)","Not Yet Evaluated",,,44.67,0,1.97,08/22/2016
G,KCTD7,7:66628881-66643229,"30 (Autosomal Recessive)","Not Yet Evaluated",,,35.12,0,0.65,08/22/2016
G,KERA,12:91050491-91058024,"30 (Autosomal Recessive)","Not Yet Evaluated",,,28.54,0,1.49,08/22/2016
G,KHDC3L,6:73362658-73364171,"30 (Autosomal Recessive)","Not Yet Evaluated",,,94.36,0.12,1.16,08/22/2016
G,KIF1C,17:4997950-5028401,"30 (Autosomal Recessive)","0 (No Evidence)",,,44.84,0.72,0.34,08/22/2016
G,KIF7,15:89627977-89663086,"30 (Autosomal Recessive)","0 (No Evidence)",,,45.81,0,0.93,08/22/2016
G,KIFBP,10:68988803-69016982,"30 (Autosomal Recessive)","Not Yet Evaluated",,,14.57,0.08,0.51,08/22/2016
G,KISS1,1:204190341-204196491,"30 (Autosomal Recessive)","Not Yet Evaluated",,,85.61,0.49,1.41,08/22/2016
G,LAMA1,18:6941742-7117797,"30 (Autosomal Recessive)","0 (No Evidence)",,,60.73,0,0.62,08/22/2016
G,LAMA2,6:128883138-129516566,"30 (Autosomal Recessive)","0 (No Evidence)",,,4.68,0,0.73,11/28/2018
